SortNo,Music_Title,Nickname,Artist,BPM,Noes,Side,Pack,Version,FTR_Level,FTR_Const,ETR_Level,ETR_Const,BYD_Level,BYD_Const,Image,Point,Count,Flag
34,Your voice so... feat. Such,ゆあぼいすそー,PSYQUI,176.0,1013,Hikari,Memory Archive,1.01,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Your voice so... feat. Such/::ref/Your voice so... feat. Such.jpg.webp,0,1,False
39,Oracle,オラクル,TQ☆,152.0,963,Tairitsu,Dynamix,1.01,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Oracle/::ref/Oracle.jpg.webp,0,1,False
41,Ignotus,いぐのたす,ak+q,170.0,1225,Tairitsu,Arcaea,1.01,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ignotus/::ref/Ignotus.jpg.webp,0,1,False
42,不浄な白い鳥,ふじょうなしろいとり,MIssionary,184.0,805,Hikari,Memory Archive,1.01,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E4%B8%8D%E6%B5%84%E3%81%AA%E7%99%BD%E3%81%84%E9%B3%A5/::ref/Impure%20Bird.jpg.webp,1,0,False
49,Auxesia,あうくせしあ,ginkiha,183.0,1000,Hikari,Memory Archive,1.01,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Auxesia/::ref/Auxesia.jpg.webp,0,1,False
53,Dreamin' Attraction!!,どりーみん,翡乃イスカ,205.0,1129,Hikari,Arcaea,1.05,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Dreamin' Attraction!!/::ref/Dreamin' Attraction!!.jpg.webp,1,0,False
54,Red and Blue,レッドブル,Silentroom,150.0,845,Tairitsu,Arcaea,1.05,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Red and Blue/::ref/Red and Blue.jpg.webp,1,0,False
55,Iconoclast,いこのくらすと,Yamajet,140.0,795,Tairitsu,Vicious Labyrinth,1.05,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Iconoclast/::ref/Iconoclast.jpg.webp,1,0,False
62,夜桜吹雪,よざくらふぶき,A.SAKA,172.0,931,Hikari,Memory Archive,1.05,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E5%A4%9C%E6%A1%9C%E5%90%B9%E9%9B%AA/::ref/Yosakura%20Fubuki.jpg.webp,0,1,False
64,Syro,さいろ,Mitomoro,178.0,1150,Hikari,Arcaea,1.05,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Syro/::ref/Syro.jpg.webp,0,1,False
66,Journey,じゃーにー,ARForest,200.0,997,Hikari,Lanota,1.05,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Journey/::ref/Journey.jpg.webp,0,1,False
67,Specta,すぺくた,Junk,179.0,1096,Hikari,Lanota,1.05,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Specta/::ref/Specta.jpg.webp,1,0,False
68,Quon,くおん,Feryquitous,189.0,991,Hikari,Lanota,1.05,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Quon/::ref/Quon.jpg.webp,0,1,False
71,Blaster,ぶらすたー,Massive New Krew,180.0,1002,Tairitsu,Arcaea,1.05,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Blaster/::ref/Blaster.jpg.webp,1,0,False
74,Strongholds,すとろんぐほーるず,Yooh,105.0,922,Tairitsu,Binary Enfold,1.06,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Strongholds/::ref/Strongholds.jpg.webp,1,0,False
77,carmine:scythe,カーマイン,かゆき,165.0,1164,Tairitsu,Memory Archive,1.06,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/carmine_scythe/::ref/carmine_scythe.jpg.webp,1,0,False
79,Cybernecia Catharsis,サイバネシア,Tanchiky,184.0,946,Tairitsu,Arcaea,1.06,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Cybernecia Catharsis/::ref/Cybernecia Catharsis.jpg.webp,1,0,False
80,Be There,びーぜあー,PSYQUI,164.0,982,Hikari,Memory Archive,1.06,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Be There/::ref/Be There.jpg.webp,0,1,False
85,堕楽の園,だらくのその,gmtn. (witch's slave),168.0,1061,Tairitsu,Arcaea,1.07,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E5%A0%95%E6%A5%BD%E3%81%AE%E5%9C%92/::ref/Illegal%20Paradise.jpg.webp,1,0,False
94,Fallensquare,フォーレン,Silentroom,99.0,703,Tairitsu,Memory Archive,1.07,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Fallensquare/::ref/Fallensquare.jpg,0,1,False
95,白道、多希望羊と信じありく。,びゃくどう,Apo11o program ft. 大瀬良あい,192.0,1058,Tairitsu,Arcaea,1.07,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E7%99%BD%E9%81%93%E3%80%81%E5%A4%9A%E5%B8%8C%E6%9C%9B%E7%BE%8A%E3%81%A8%E4%BF%A1%E3%81%98%E3%81%82%E3%82%8A%E3%81%8F%E3%80%82/::ref/LunarOrbit%20-believe%20in%20the%20Espebranch%20road-.jpg.webp,1,0,False
100,STAGER (ALL STAGE CLEAR),すていじゃー,Ras,145.0,1004,Hikari,Tone Sphere,1.08,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/STAGER%20%28ALL%20STAGE%20CLEAR%29/::ref/STAGER%20%28ALL%20STAGE%20CLEAR%29%2003.jpg.webp,0,1,False
103,Rugie,るぎえ,Feryquitous feat.Sennzai,191.0,975,Tairitsu,Arcaea,1.08,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Rugie/::ref/Rugie.jpg.webp,1,0,False
104,Astral tale,あすとらるてーる,Noah,134.0,884,Tairitsu,Memory Archive,1.08,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Astral tale/::ref/Astral tale.jpg.webp,1,0,False
105,Phantasia,ふぁんたしあ,Yunosuke,153.0,952,Hikari,Memory Archive,1.08,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Phantasia/::ref/Phantasia.jpg.webp,1,0,False
106,Empire of Winter,えんぱいあおぶうぃんたー,Street,175.0,920,Hikari,Memory Archive,1.08,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Empire of Winter/::ref/Empire of Winter.jpg.webp,0,1,False
109,OMAKENO Stroke,おまけの,t+pazolite,240.0,869,Tairitsu,Groove Coaster,1.09,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/OMAKENO Stroke/::ref/OMAKENO Stroke.jpg.webp,0,1,False
112,Libertas,りべるたす,Zekk,160.0,947,Hikari,Memory Archive,1.09,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Libertas/::ref/Libertas.jpg.webp,1,0,False
115,ReviXy,リヴィクシー,ikaruga nex,185.0,1047,Tairitsu,Arcaea,2.0,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/ReviXy/::ref/ReviXy.jpg.webp,0,1,False
121,VECTOR,べくたー,WHITEFISTS,200.0,1299,Tairitsu,Arcaea,2.0,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/VECTOЯ/::ref/VECTOЯ.jpg.webp,1,0,False
129,Vindication,ヴィンディケーション,Laur,174.0,1075,Hikari,Adverse Prelude,2.02,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Vindication/::ref/Vindication.jpg.webp,1,0,False
133,AI[UE]OON,あいうえおおん,MYUKKE.,145.0,989,Hikari,Sunset Radiance,2.03,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/AI_UE_OON/::ref/AI_UE_OON.jpg.webp,1,0,False
134,迷える音色は恋の唄,恋の唄,からとPanchii少年 feat.はるの,165.0,931,Hikari,Sunset Radiance,2.03,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E8%BF%B7%E3%81%88%E3%82%8B%E9%9F%B3%E8%89%B2%E3%81%AF%E6%81%8B%E3%81%AE%E5%94%84/::ref/A%20Wandering%20Melody%20of%20Love.jpg.webp,1,0,False
145,Avant Raze,あばんとれいず,Sampling Masters MEGA,200.0,1125,Tairitsu,Memory Archive,2.04,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Avant Raze/::ref/Avant Raze.jpg.webp,-1,0,True
147,La'qryma of the Wasteland,ラクリマ,DJ Noriken,168.0,956,Tairitsu,Memory Archive,2.05,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/La'qryma of the Wasteland/::ref/La'qryma of the Wasteland.jpg.webp,1,0,False
156,Equilibrium,えくいりぶりむ,Maozon,180.0,951,Hikari,Black Fate,3.0,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Equilibrium/::ref/Equilibrium.jpg.webp,0,1,False
169,Faint Light (Arcaea Edit),ふぁいんとらいと,Taishi,133.0,809,Hikari,Extend Archive,3.0,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Faint Light (Arcaea Edit)/::ref/Faint Light (Arcaea Edit).jpg.webp,0,1,False
170,Feels So Right feat. Renko,ふぃーるそーらいと,Mysteka,180.0,947,Hikari,Memory Archive,3.0,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Feels So Right feat. Renko/::ref/Feels So Right feat. Renko.jpg.webp,0,1,False
172,Teriqma,てりくま,owl*tree,128.0,873,Tairitsu,Memory Archive,3.0,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Teriqma/::ref/Teriqma.jpg.webp,0,1,False
173,MAHOROBA,まほろば,Zekk,195.0,828,Hikari,Memory Archive,3.0,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/MAHOROBA/::ref/MAHOROBA.jpg.webp,0,1,False
174,Vexaria,ヴェクセリア,ak+q,180.0,785,Hikari,Arcaea,3.0,,,,,9.0,9.0,https://cdn.wikiwiki.jp/to/w/arcaea/Vexaria/::ref/Vexaria-b.jpg.webp,1,0,False
175,Fairytale,ふぇありーている,chitose,189.0,932,Hikari,Arcaea,3.0,,,,,9.0,9.5,https://cdn.wikiwiki.jp/to/w/arcaea/Fairytale/::ref/Fairytale-b.jpg.webp,0,1,False
176,Infinity Heaven,いんふぃにてぃーへぶん,HyuN,160.0,986,Hikari,Arcaea,3.0,,,,,9.0,9.6,https://cdn.wikiwiki.jp/to/w/arcaea/Infinity%20Heaven/::ref/Infinity%20Heaven-b.jpg.webp,0,1,False
181,Purgatorium,ぷるがと,お月さま交響曲,150.0,1051,Tairitsu,Arcaea,3.01,,,,,9.0,9.6,https://cdn.wikiwiki.jp/to/w/arcaea/Purgatorium/::ref/Purgatorium-b.jpg.webp,1,0,False
186,CROSS♰OVER,くろすおーばー,HyuN Feat. LyuU,200.0,1094,Tairitsu,Extend Archive,3.02,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/CROSS†OVER/::ref/CROSS†OVER.jpg.webp,0,1,False
187,Lapis,らぴす,SHIKI,146.0,920,Hikari,Extend Archive,3.02,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lapis/::ref/Lapis.jpg.webp,1,0,True
190,Lumia,るみあ,sky_delta,180.0,814,Hikari,Arcaea,3.02,,,,,9.0,9.5,https://cdn.wikiwiki.jp/to/w/arcaea/Lumia/::ref/Lumia-b.jpg.webp,0,1,False
191,Alice a la mode,ありすあらもーど,Masanori Akita,134.0,872,Hikari,Ephemeral Page,3.03,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Alice a la mode/::ref/Alice a la mode.jpg.webp,0,1,False
193,Alice's Suitcase,ありすすーつけーす,Endorfin.,190.0,999,Hikari,Ephemeral Page,3.03,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Alice's Suitcase/::ref/Alice's Suitcase.jpg.webp,0,1,False
194,Jump,じゃんぷ,Rasmus Faber,133.0,841,Hikari,Ephemeral Page,3.03,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Jump/::ref/Jump.jpg.webp,0,1,False
196,Purple Verse,ぱーぷるばーす,Hommarju,170.0,1023,Tairitsu,Extend Archive,3.03,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Purple Verse/::ref/Purple Verse.jpg.webp,1,0,False
200,Lazy Addiction,れいじーあでぃくしょん,sky_delta,185.0,1031,Hikari,O.N.G.E.K.I.,3.04,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lazy Addiction/::ref/Lazy Addiction.jpg.webp,1,0,False
213,Glow,ぐろう,SPACELECTRO,165.0,916,Tairitsu,Extend Archive,3.05,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Glow/::ref/Glow.jpg.webp,1,0,False
217,ベースラインやってる？w,ベースライン,かめりあ feat. ななひら,128.0,861,Hikari,Memory Archive,3.05,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E3%83%99%E3%83%BC%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%B3%E3%82%84%E3%81%A3%E3%81%A6%E3%82%8B%EF%BC%9Fw/::ref/Can%20I%20Friend%20You%20On%20Bassbook%3F%20Lol.jpg.webp,1,0,False
218,Life is PIANO,らいふいずぴあの,Junk,133.0,674,Hikari,Extend Archive,3.05,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Life is PIANO/::ref/Life is PIANO.jpg.webp,1,0,False
220,Crystal Gravity,くりすたるぐらびてぃ,Tanchiky vs. siromaru,178.0,872,Tairitsu,Esoteric Order,3.06,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Crystal Gravity/::ref/Crystal Gravity.jpg.webp,0,1,False
224,Coastal Highway,こうすたるはいうぇい,Glitch Droids,110.0,732,Hikari,Esoteric Order,3.06,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Coastal Highway/::ref/Coastal Highway.jpg.webp,0,1,False
225,ΟΔΥΣΣΕΙΑ,おでゅっせいあ,Sober Bear,174.0,1092,Tairitsu,Esoteric Order,3.06,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/ΟΔΥΣΣΕΙΑ/::ref/ΟΔΥΣΣΕΙΑ.jpg.webp,0,1,False
228,Turbocharger,たーぼちゃーじゃー,A/I,170.0,979,Hikari,Extend Archive,3.06,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Turbocharger/::ref/Turbocharger.jpg.webp,1,0,False
231,next to you,ねくすととぅーゆー,uma feat. 橘花音	,165.0,954,Hikari,Binary Enfold,3.06,,,,,9.0,9.6,https://cdn.wikiwiki.jp/to/w/arcaea/next%20to%20you/::ref/next%20to%20you-b.jpg.webp,1,0,False
235,Small Cloud Sugar Candy,SCSC,テヅカ × Aoi feat.桃雛なの,220.0,919,Hikari,Esoteric Order,3.07,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Small Cloud Sugar Candy/::ref/Small Cloud Sugar Candy.jpg.webp,1,0,False
239,狂言綺語,きょうげんきご,影虎。& ikaruga_nex,155.0,969,Tairitsu,Extend Archive,3.07,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E7%8B%82%E8%A8%80%E7%B6%BA%E8%AA%9E/::ref/False%20Embellishment.jpg.webp,0,1,False
242,with U,うぃずゆー,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),155.0,932,Hikari,WACCA,3.08,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/with U/::ref/with U.jpg.webp,1,0,False
243,Let you DIVE! (nitro rmx),れっちゅーだいぶ,nitro (lowiro),185.0,1049,Hikari,WACCA,3.08,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Let you DIVE! (nitro rmx)/::ref/Let you DIVE! (nitro rmx).jpg.webp,1,0,False
247,緋纏いの宵,ひまといのよい,Freezer feat.妃苺,170.0,922,Tairitsu,Memory Archive,3.08,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E7%B7%8B%E7%BA%8F%E3%81%84%E3%81%AE%E5%AE%B5/::ref/Evening%20in%20Scarlet.jpg.webp,1,0,True
249,ENERGY SYNERGY MATRIX,ESM,Tanchiky,160.0,922,Tairitsu,Extend Archive,3.08,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/ENERGY SYNERGY MATRIX/::ref/ENERGY SYNERGY MATRIX.jpg.webp,0,1,False
252,lastendconductor,らすてんどこんだくたー,zts,139.0,1209,Tairitsu,Memory Archive,3.08,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/lastendconductor/::ref/lastendconductor.jpg.webp,1,0,False
261,Blue Rose,ぶるーろーず,Cosmograph,295.0,955,Hikari,Divided Heart,3.1,9.0,9.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Blue Rose/::ref/Blue Rose.jpg.webp,0,1,False
262,Blocked Library,ぶろっくとらいぶらりー,影虎。,148.0,850,Tairitsu,Divided Heart,3.1,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Blocked Library/::ref/Blocked Library.jpg.webp,1,0,False
267,Antithese,あんちてーぜ,Blacklolita,172.0,968,Tairitsu,Absolute Reason,3.1,,,,,9.0,9.5,https://cdn.wikiwiki.jp/to/w/arcaea/Antithese/::ref/Antithese-b.jpg.webp,1,0,False
271,Final Step!,ふぁいなるすてっぷ,Lime,180.0,1056,Tairitsu,Muse Dash,3.11,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Final Step!/::ref/Final Step!.jpg.webp,0,1,False
276,Sakura Fubuki,さくらふぶき,Street,175.0,837,Hikari,Arcaea,3.12,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Sakura Fubuki/::ref/Sakura Fubuki.jpg.webp,1,0,False
277,NULCTRL,ぬるかとる,Silentroom,100.0,715,Tairitsu,Arcaea,3.12,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/NULCTRL/::ref/NULCTRL.jpg.webp,0,1,False
284,Head BONK ache,へっどぼんくあちー,saaa ft. MC iwata Bros.,165.0,1061,Tairitsu,Arcaea,3.12,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Head BONK ache/::ref/Head BONK ache.jpg.webp,1,0,False
288,ピコPico*とらんすれーしょんっ！,ぴこぴことらんすれーしょんっ,"t+pazolite,ななひら,Cranky,Pico*",185.0,1049,Tairitsu,Memory Archive,3.12,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E3%83%94%E3%82%B3Pico%2A%E3%81%A8%E3%82%89%E3%82%93%E3%81%99%E3%82%8C%E3%83%BC%E3%81%97%E3%82%87%E3%82%93%E3%81%A3%EF%BC%81/::ref/PICO-Pico-Translation%21.jpg.webp,0,1,False
289,ネコノテ・カリタガール,ねこのてかりたがーる,Ino(chronoize),148.0,891,Hikari,Arcaea,3.12,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E3%83%8D%E3%82%B3%E3%83%8E%E3%83%86%E3%83%BB%E3%82%AB%E3%83%AA%E3%82%BF%E3%82%AC%E3%83%BC%E3%83%AB/::ref/Dancin%27%20on%20A%20Cat%27s%20Paw.jpg.webp,0,1,False
296,MERLIN,まーりん,REDALiCE,180.0,881,Hikari,Groove Coaster,3.12,,,,,9.0,9.4,https://cdn.wikiwiki.jp/to/w/arcaea/MERLIN/::ref/MERLIN.jpg.webp,0,1,False
299,無機質世界に彩を,むきしつせかいにいろどりを,MisomyL,155.0,886,Hikari,Arcaea,4.0,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E7%84%A1%E6%A9%9F%E8%B3%AA%E4%B8%96%E7%95%8C%E3%81%AB%E5%BD%A9%E3%82%92/::ref/Redraw%20the%20Colorless%20World.jpg.webp,0,1,False
308,Loveless Dress,らぶれすどれす,かねこちはる,99.0,850,,Silent Answer,4.0,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Loveless Dress/::ref/Loveless Dress.jpg.webp,1,0,False
309,Last,らすと,onoken,175.0,831,,Silent Answer,4.0,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lapis/::ref/Lapis.jpg.webp,0,1,False
316,Last|Moment,らすともーめんと,onoken,175.0,888,,Final Verdict,4.0,,,,,9.0,9.6,https://cdn.wikiwiki.jp/to/w/arcaea/Last/::ref/Last_Moment.jpg.webp,1,0,False
318,心,こころ,削除 (Violin：Katali),80.0,872,Hikari,O.N.G.E.K.I,4.01,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E5%BF%83/::ref/Heart.jpg.webp,1,0,False
324,cocoro*cosmetic,こころこすめてぃっく,KOTONOHOUSE,144.0,1025,Hikari,Memory Archive,4.01,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/cocoro%2Acosmetic/::ref/cocoro_cosmetic.jpg.webp,0,1,False
330,MANTIS (Arcaea Ultra-Bloodrush VIP),まんてぃす,Akira Complex feat. Kiraku,135.0,1014,Tairitsu,World Extend,4.02,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/MANTIS (Arcaea Ultra-Bloodrush VIP)/::ref/MANTIS (Arcaea Ultra-Bloodrush VIP).jpg.webp,1,0,False
345,Shades of Light in a Transcendent Realm,さですおぶらいといんとらんせんでんとれるむ,ak+q,170.0,1042,Hikari,Arcaea,4.03,,,,,9.0,9.0,https://cdn.wikiwiki.jp/to/w/arcaea/Shades%20of%20Light%20in%20a%20Transcendent%20Realm/::ref/Shades%20of%20Light%20in%20a%20Transcendent%20Realm-b.jpg.webp,1,0,False
347,IMPACT,いんぱくと,USAO feat. 光吉猛修,210.0,1231,Hikari,CHUNITHM,4.04,9.0,9.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/IMPACT/::ref/IMPACT.jpg.webp,0,1,False
351,Lost Emotion feat. nomico,ろすとえもーしょん,Masayoshi Minoshima(ALR),172.0,1123,Hikari,World Extend,4.04,9.0,9.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lost Emotion feat. nomico/::ref/Lost Emotion feat. nomico.jpg.webp,1,0,False
352,GIMMICK,ぎみっく,Ms.Sill,143.0,733,Tairitsu,World Extend,4.04,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/GIMMICK/::ref/GIMMICK.jpg,1,0,False
355,Galactic Love,ぎゃらくてぃっくらぶ,La priere,145.0,813,Hikari,Memory Archive,4.04,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Galactic Love/::ref/Galactic Love.jpg.webp,1,0,False
356,無法地点,むほうちてん,La priere,148.0,838,Hikari,World Extend,4.04,9.0,9.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E7%84%A1%E6%B3%95%E5%9C%B0%E7%82%B9/::ref/Lawless%20Point.jpg.webp,-1,0,True
367,Used to be,ゆーずととぅーびー,KIVA,140.0,799,Hikari,Cytus II,4.05,9.0,9.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Used to be/::ref/Used to be.jpg.webp,1,0,False
370,DRG,でぃーあーるじー,onoken,155.0,872,Hikari,Cytus II,4.06,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/DRG/::ref/DRG.jpg.webp,1,0,False
377,レイヴンズ・プライド,れいヴんずぷらいど,みーに feat. はらもりよしな,165.0,1030,Tairitsu,Lasting Eden,4.07,9.0,9.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E3%83%AC%E3%82%A4%E3%83%B4%E3%83%B3%E3%82%BA%E3%83%BB%E3%83%97%E3%83%A9%E3%82%A4%E3%83%89/::ref/Raven%27s%20Pride.jpg.webp,0,1,False
383,Remind the Souls (Short Version),りまいんどざそうる,Nhato,130.0,945,Hikari,Arcaea,5.0,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Remind the Souls (Short Version)/::ref/Remind the Souls (Short Version).jpg.webp,0,1,False
384,Dynitikos,だいにてぃこす,Prower,180.0,986,Tairitsu,World Extend,5.0,9.0,9.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Dynitikós/::ref/Dynitikós.jpg.webp,1,0,False
