SortNo,Music_Title,Nickname,Artist,BPM,Noes,Side,Pack,Version,FTR_Level,FTR_Const,ETR_Level,ETR_Const,BYD_Level,BYD_Const,Image,Point,Count,Flag
171,Scarlet Cage,すかーれっとけーじ,Daisuke Kurosawa,166.0,1195,Tairitsu,Memory Archive,3.0,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Scarlet Cage/::ref/Scarlet Cage.jpg.webp,1,0,False
177,GOODTEK(Arcaea Edit),グッテク,EBIMAYO,190.0,1103,Hikari,Arcaea,3.0,,,,,9.7,9.8,https://cdn.wikiwiki.jp/to/w/arcaea/GOODTEK (Arcaea Edit)-b/::ref/GOODTEK (Arcaea Edit)-b.jpg.webp,0,1,False
179,BADTEK,バッテク,EBIMAYO,190.0,916,Tairitsu,Memory Archive,3.01,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/BADTEK/::ref/BADTEK.jpg.webp,0,1,False
182,Dement ~after legend~,でぃめんと,Cosmograph,210.0,1040,Tairitsu,Arcaea,3.01,,,,,9.7,9.9,https://cdn.wikiwiki.jp/to/w/arcaea/Dement ~after legend~-b/::ref/Dement ~after legend~-b.jpg.webp,0,1,False
183,Got hive of Ra,ごっとはいぶおぶら,E.G.G,268.0,794,Hikari,Groove Coaster,3.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Got hive of Ra/::ref/Got hive of Ra.jpg.webp,1,0,False
185,Galaxy Friends,ギャラフレ,Kobaryo,300.0,1013,Tairitsu,Memory Archive,3.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Galaxy Friends/::ref/Galaxy Friends.jpg.webp,1,0,False
188,Xeraphinite,せらふぃないと,BlavkY,146.0,1048,Hikari,Memory Archive,3.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Xeraphinite/::ref/Xeraphinite.jpg.webp,1,0,False
198,Heart Jackin',はーとじゃっきん,Yu_Asahina,160.0,1112,Hikari,Ephemeral Page,3.03,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Heart Jackin'/::ref/Heart Jackin'.jpg.webp,-1,0,True
201,Dazzle hop,だずるほっぷ,Sampling Masters MEGA,220.0,1022,Tairitsu,O.N.G.E.K.I.,3.04,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Dazzle hop/::ref/Dazzle hop.jpg.webp,0,1,False
205,7thSense,せぶんすせんす,削除,150.0,925,Tairitsu,maimai,3.04,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/7thSense/::ref/7thSense.jpg,0,1,False
208,Moonheart,ムーンハート,翡乃イスカ,180.0,1139,Hikari,Ambivalent Vision,3.04,,,,,9.7,9.7,https://cdn.wikiwiki.jp/to/w/arcaea/Moonheart-b/::ref/Moonheart-b.jpg.webp,1,0,False
221,Far Away Light,ふぁーあうぇいらいと,technoplanet feat. はるの & 黒沢ダイスケ,216.0,1322,Hikari,Esoteric Order,3.06,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Far Away Light-fixed/::ref/Far Away Light-fixed.jpg.webp,1,0,False
227,Vandalism,ヴァンダリズム,Ashrount,194.0,1087,Tairitsu,Extend Archive,3.06,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Vandalism/::ref/Vandalism.jpg.webp,0,1,False
229,THE ULTIMACY,じあるてぃましー,aran vs Massive New Krew,200.0,1304,Tairitsu,Memory Archive,3.06,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Tie me down gently/::ref/Tie me down gently.jpg.webp,0,1,False
232,Lost Civilization,ろすとしびらいぜーしょん,Laur vs CK,210.0,1061,Tairitsu,Arcaea,3.06,,,,,9.7,9.8,https://cdn.wikiwiki.jp/to/w/arcaea/Lost Civilization-b/::ref/Lost Civilization-b.jpg.webp,1,0,False
233,La'qryma of the Wasteland,ラクリマ,DJ Noriken,168.0,1161,Tairitsu,Memory Archive,3.06,,,,,9.7,9.9,https://cdn.wikiwiki.jp/to/w/arcaea/La'qryma of the Wasteland-b/::ref/La'qryma of the Wasteland-b.jpg.webp,1,0,False
236,AlterAle,あるたーえーる,Arik Kau Delay (アラ&かゆき&でり),245.0,1277,Hikari,Esoteric Order,3.07,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/AlterAle/::ref/AlterAle.jpg.webp,1,0,False
244,Mazy Metroplex,めいじーめとろぷれっくす,aran,155.0,952,Hikari,WACCA,3.08,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Mazy Metroplex/::ref/Mazy Metroplex.jpg.webp,1,0,False
251,goldenslaughterer,ごーるでんすろーたらー,zts,133.0,1326,Tairitsu,Memory Archive,3.08,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/goldenslaughterer/::ref/goldenslaughterer.jpg.webp,1,0,False
257,Ascent,あせんと,TANUKI,145.0,1023,Hikari,Binary Enfold,3.09,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ascent/::ref/Ascent.jpg.webp,1,0,False
259,彩る夏の恋花火,恋花火,karatoPαnchii feat. はるの,160.0,1088,Hikari,Memory Archive,3.09,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Summer Fireworks of Love/::ref/Summer Fireworks of Love.jpg.webp,1,0,False
263,nέο κόsmo,ねおこすも,ak+q × Street,190.0,979,Tairitsu,Divided Heart,3.1,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/nέο κόsmo/::ref/nέο κόsmo.jpg.webp,1,0,False
265,神奈川電脳暗渠,神奈川,南ゆに,180.0,1121,Hikari,Arcaea,3.1,,,,,9.7,9.8,https://cdn.wikiwiki.jp/to/w/arcaea/Kanagawa Cyber Culvert-b/::ref/Kanagawa Cyber Culvert-b.jpg.webp,1,0,False
266,qualia -ideaesthesia-,クアリア,nitro,144.0,1288,Tairitsu,Arcaea,3.1,,,,,9.7,9.7,https://cdn.wikiwiki.jp/to/w/arcaea/qualia -ideaesthesia--b/::ref/qualia -ideaesthesia--b.jpg.webp,1,0,False
272,秋の陽炎,あきのかげろう,karatoPannchii feat.はるの,180.0,1077,Hikari,Muse Dash,3.11,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Haze of Autumn/::ref/Haze of Autumn.jpg.webp,0,1,False
274,init(),いんいっと,kamome sano,180.0,1204,Tairitsu,Memory Archive,3.11,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/init()/::ref/init().jpg.webp,1,0,False
279,Macrocosmic Modulation,まくろこずみっく,JAKAZiD,170.0,1117,Hikari,Memory Archive,3.12,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Macrocosmic Modulation/::ref/Macrocosmic Modulation.jpg.webp,0,1,False
286,Protoflicker,ぷろとふりっかー,Silentroom,140.0,1042,Tairitsu,Lanota,3.12,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Protoflicker/::ref/Protoflicker.jpg.webp,1,0,False
290,μ,みゅー,Frums,190.0,1256,Hikari,Memory Archive,3.12,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/μ/::ref/μ.jpg.webp,1,0,False
292,Ignotus Afterburn,いぐのたすあふたーばーん,Arcaea Sound Team,170.0,1077,Tairitsu,Arcaea,3.12,,,,,9.7,9.9,https://cdn.wikiwiki.jp/to/w/arcaea/Ignotus Afterburn/::ref/Ignotus Afterburn.jpg.webp,1,0,False
300,Trap Crow,とらっぷくろう,Puru,80.0,1074,Tairitsu,Arcaea,4.0,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Trap Crow/::ref/Trap Crow.jpg.webp,1,0,False
302,Defection,でぃふぃくしょん,TeddyLoid feat. DELTA,160.0,1141,Hikari,Final Verdict,4.0,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Defection/::ref/Defection.jpg.webp,0,1,False
303,"Infinite Strife,",インフィニット,BlackYooh vs. siromaru,198.0,1511,Tairitsu,Final Verdict,4.0,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Infinite Strife/::ref/Infinite Strife.jpg.webp,1,0,False
304,魔王,まおう,sasakure.UK × TJ.hangneil,280.0,1225,Hikari,Final Verdict,4.0,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/World Ender/::ref/World Ender.jpg.webp,1,0,False
310,Callima Karma,かりまかるま,t+pazolite vs Feryquitous,95.0,1222,,Silent Answer,4.0,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Callima Karma/::ref/Callima Karma.jpg.webp,1,0,False
317,Last|Eternity,らすとえたーにてぃ,onoken,175.0,790,,Final Verdict,4.0,,,,,9.7,,https://cdn.wikiwiki.jp/to/w/arcaea/Last/::ref/Last_Eternity.jpg.webp,1,0,False
319,Ai Drew,あいどりゅう,Feryquitous,175.0,1066,Tairitsu,O.N.G.E.K.I,4.01,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ai Drew/::ref/Ai Drew.jpg.webp,1,0,False
320,FLUFFY FLASH,ふるふら,Kobaryo,252.0,1329,Hikari,O.N.G.E.K.I,4.01,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/FLUFFY FLASH/::ref/FLUFFY FLASH.jpg.webp,0,1,False
327,FREEF4LL,ふりーふぉーる,YUKIYANAGI,170.0,1336,Tairitsu,Arcaea,4.01,,,,,9.7,9.8,https://cdn.wikiwiki.jp/to/w/arcaea/FREEF4LL-b/::ref/FREEF4LL-b.jpg.webp,0,1,False
331,World Fragments III(radio edit),わーるどふらぐめんと,xi,200.0,1387,Hikari,World Extend,4.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/World Fragments III(radio edit)/::ref/World Fragments III(radio edit).jpg.webp,1,0,True
332,Astra walkthrough,アストラ,paraoka,225.0,1191,Tairitsu,World Extend,4.02,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Astra walkthrough/::ref/Astra walkthrough.jpg.webp,0,1,False
338,Let's Rock (Arcaea mix),れっつろっく,ikaruga nex vs FALCHiON,210.0,1177,Tairitsu,World Extend,4.03,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Let's Rock (Arcaea mix)/::ref/Let's Rock (Arcaea mix).jpg.webp,1,0,False
340,MAXRAGE,まっくすれいじ,EBIMAYO,222.0,1184,Tairitsu,maimai,4.03,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/MAXRAGE/::ref/MAXRAGE.jpg.webp,1,0,False
348,Genesis,ウニジェネシス,Morringan feat.Lily,150.0,867,Tairitsu,CHUNITHM,4.04,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Genesis_Chunithm/::ref/Genesis_Chunithm.jpg.webp,0,1,False
353,The Survivor (Game Edit),ざさばいばー,Taishi,132.0,1100,Tairitsu,Memory Archive,4.04,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/The Survivor (Game Edit)/::ref/The Survivor (Game Edit).jpg.webp,1,0,False
354,New York Back Raise,ニューヨーク,saaa + kei_iwata + stuv + わかどり,160.0,1091,Tairitsu,Memory Archive,4.04,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/New York Back Raise/::ref/New York Back Raise.jpg.webp,-1,0,False
357,Lost in the Abyss,ろすといんざあびす,FELT,183.0,1179,Tairitsu,Memory Archive,4.04,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lost in the Abyss/::ref/Lost in the Abyss.jpg.webp,0,1,False
358,ヒュブリスの頂に聳えるのは,ヒュブリス,qfeileadh feat.のあ,158.0,1196,Tairitsu,World Extend,4.04,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Hybris (The one who shattered)/::ref/Hybris (The one who shattered).jpg.webp,0,1,False
360,Teriqma,てりくま,owl*tree,128.0,954,Tairitsu,Memory Archive,4.04,,,,,9.7,9.7,https://cdn.wikiwiki.jp/to/w/arcaea/Teriqma/::ref/Teriqma.jpg.webp,0,1,False
362,INTERNET YAMERO,いんたーねっとやめろ,Aiobahn feat. KOTOKO,185.0,1222,Tairitsu,Memory Archive,4.05,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/INTERNET YAMERO/::ref/INTERNET YAMERO.jpg.webp,0,1,False
364,Devillic Sphere,デビリック,3R2,160.0,1129,Tairitsu,Cytus II,4.05,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Devillic Sphere/::ref/Devillic Sphere.jpg.webp,0,1,False
368,Ultimate taste,あるてめっとていすと,ぱらどっと,200.0,1405,Hikari,World Extend,4.06,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ultimate taste/::ref/Ultimate taste.jpg.webp,0,1,False
374,SACRIFICE feat. ayame,さくりふぁいす,Masayoshi Minoshima(ALR),180.0,958,Tairitsu,Memory Archive,4.07,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/SACRIFICE feat. ayame/::ref/SACRIFICE feat. ayame.jpg.webp,1,0,False
375,RGB,あーるじーびー,MEMODEMO X AQUASINE,163.0,1131,Hikari,World Extend,4.07,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/RGB/::ref/RGB.jpg.webp,0,1,False
381,感情の摩天楼 ～Arr.Demetori,摩天楼,Demetori,178.0,1294,Tairitsu,World Extend,4.07,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Kanjou no matenrou ～Arr.Demetori/::ref/Kanjou no matenrou ～Arr.Demetori.jpg.webp,1,0,False
382,彼方の夢へと,かなたのゆめへと,ii/night feat. 綺良雪,183.0,1102,,Memory Archive,4.07,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/To the Furthest Dream/::ref/To the Furthest Dream.jpg.webp,0,1,False
385,雨神楽,あまかぐら,荒谷サトル,105.0,1076,Hikari,World Extend,5.0,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Amekagura/::ref/Amekagura.jpg.webp,-1,0,True
386,B.B.K.K.B.K.K.,ベースキック,nora2r,170.0,976,Tairitsu,Memory Archive,5.0,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/B.B.K.K.B.K.K./::ref/B.B.K.K.B.K.K..jpg,0,1,False
388,Technicolour,てくにからー,Maozon,175.0,1140,Hikari,Severed Eden,5.0,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Technicolour/::ref/Technicolour.jpg.webp,0,1,False
394,Nameless Passion,ねーむれすぱっしょん,天束 feat.Sennzai,200.0,1223,Tairitsu,Severed Eden,5.01,9.7,9.9,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Nameless Passion/::ref/Nameless Passion.jpg.webp,0,1,False
397,Ouverture,おーばーとぅるー,USAO & DJ Genki feat. ルーン(CV:河瀬茉希),200.0,913,Tairitsu,WACCA,5.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ouvertüre/::ref/Ouvertüre.jpg.webp,0,1,False
406,LIVHT MY WΔY,,かめりあ feat. STΔRLIVHT,190.0,954,Tairitsu,Memory Archive,5.02,9.7,9.8,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/LIVHT MY W_Δ_Y/::ref/LIVHT MY W_Δ_Y.jpg.webp,1,0,False
407,蛍火の雪,蛍火,Endorfin.,159.0,991,Hikari,Sunset Radiance,5.02,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Hotarubi no Yuki/::ref/Hotarubi no Yuki.jpg.webp,0,1,False
409,Luna Rossa,,r0y,174.0,920,Tairitsu,Memory Archive,5.03,9.7,9.7,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Luna Rossa/::ref/Luna Rossa.jpg.webp,0,1,False
411,Oblivia,おぶりびあ,Saiph,180.0,1021,Hikari,Arcaea,5.03,,,,,9.7,9.7,https://cdn.wikiwiki.jp/to/w/arcaea/Oblivia-b/::ref/Oblivia-b.jpg.webp,1,0,False
412,Cybernecia Catharsis,サイバネシア,Tanchiky,184.0,991,Tairitsu,Arcaea,5.03,,,,,9.7,9.8,https://cdn.wikiwiki.jp/to/w/arcaea/Cybernecia Catharsis-b/::ref/Cybernecia Catharsis-b.jpg.webp,1,0,False
423,Innocence,,Powerless feat. Sennzai,190.0,1157,Hikari,Memory Archive,5.04,,,9.7,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Innocence/::ref/Innocence.jpg.webp,0,1,False
425,IONOSTREAM,,Tatsh,254.0,871,Tairitsu,Memory Archive,5.04,,,9.7,,,,https://cdn.wikiwiki.jp/to/w/arcaea/IONOSTREAM/::ref/IONOSTREAM.jpg.webp,1,0,False
