SortNo,Music_Title,Nickname,Artist,BPM,Noes,Side,Pack,Version,FTR_Level,FTR_Const,ETR_Level,ETR_Const,BYD_Level,BYD_Const,Image,Point,Count,Flag
202,Viyella's Tears,ヴィエラ,Laur,218.0,1403,Tairitsu,O.N.G.E.K.I.,3.04,10.0,10.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Viyella's Tears/::ref/Viyella's Tears.jpg.webp,0,1,False
206,Oshama Scramble!,おしゃま,t+pazolite,190.0,1073,Hikari,maimai,3.04,10.0,10.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Oshama Scramble!/::ref/Oshama Scramble!.jpg,1,0,False
209,Climax,くらいまっくす,USAO,190.0,1367,Tairitsu,CHUNITHM,3.05,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Climax/::ref/Climax.jpg.webp,-1,0,True
210,Last Celebration,ラスセレ,Laur vs CK,238.0,1475,Tairitsu,CHUNITHM,3.05,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Last Celebration/::ref/Last Celebration.jpg.webp,1,0,False
212,AttraqtiA,あとらくてぃあ,かめりあ,202.0,1433,Hikari,Memory Archive,3.05,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/AttraqtiA/::ref/AttraqtiA.jpg.webp,0,1,False
215,竹,たけ,立秋 feat. ちょこ,315.0,1050,Hikari,Extend Archive,3.05,10.0,10.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Bamboo/::ref/Bamboo.jpg.webp,1,0,False
216,GIMME DA BLOOD,ぎみーだぶらっど,C-Show,110.0,1093,Tairitsu,Memory Archive,3.05,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/GIMME DA BLOOD/::ref/GIMME DA BLOOD.jpg.webp,1,0,False
222,Löschen,れっしぇん,BlackY feat. Risa Yuzuki,181.0,1235,Tairitsu,Esoteric Order,3.06,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Löschen/::ref/Löschen.jpg.webp,1,0,False
226,Overwhelm,おーばーうぇるむ,xi,200.0,1251,Hikari,Esoteric Order,3.06,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Overwhelm/::ref/Overwhelm.jpg.webp,0,1,False
234,Bookmaker (2D Version),ぶっくまーかー,Kobaryo,175.0,1287,Tairitsu,Arcaea,3.06,,,,,10.0,10.0,https://cdn.wikiwiki.jp/to/w/arcaea/Bookmaker (2D Version)-b/::ref/Bookmaker (2D Version)-b.jpg.webp,1,0,False
238,Seclusion,せくるーしょん,Laur feat. Sennzai,175.0,1132,Tairitsu,Esoteric Order,3.07,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Seclusion/::ref/Seclusion.jpg.webp,0,1,False
240,HIVEMIND,はいぶまいんど,かたぎり,252.0,1252,Tairitsu,Extend Archive,3.07,10.0,10.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/HIVEMIND/::ref/HIVEMIND.jpg.webp,1,0,False
246,Sheriruth (Laur Remix),シェリミ,Laur,200.0,1134,Tairitsu,Memory Archive,3.08,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Sheriruth (Laur Remix)/::ref/Sheriruth (Laur Remix).jpg,0,1,False
250,G e n g a o z o,げんがおぞ,-45,153.0,1353,Tairitsu,Extend Archive,3.08,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/G e n g a o z o/::ref/G e n g a o z o.jpg.webp,0,1,False
253,Redolent Shape,れどれんとしぇいぷ,Sanaas,150.0,1088,Tairitsu,Memory Archive,3.08,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Redolent Shape/::ref/Redolent Shape.jpg.webp,-1,0,False
254,Quon,わっかくおん,DJ Noriken,170.0,1044,Tairitsu,WACCA,3.08,,,,,10.0,10.2,https://cdn.wikiwiki.jp/to/w/arcaea/Quon%E3%80%90WACCA%E3%80%91/::ref/Quon.jpg.webp,1,0,False
255,lastendconductor,らすてんどこんだくたー,zts,139.0,1339,Tairitsu,Memory Archive,3.08,,,,,10.0,10.1,https://cdn.wikiwiki.jp/to/w/arcaea/lastendconductor/::ref/lastendconductor.jpg.webp,1,0,True
258,Live Fast Die Young,LFDY,anubasu-anubasu,153.0,1292,Hikari,Binary Enfold,3.09,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Live Fast Die Young/::ref/Live Fast Die Young.jpg.webp,1,0,False
264,Lightning Screw,らいとにんぐすくりゅー,HiTECH NINJA,190.0,1192,Hikari,Divided Heart,3.1,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lightning Screw/::ref/Lightning Screw.jpg.webp,1,0,False
273,Medusa,めでぅーさ,HiTECH NINJA,165.0,931,Tairitsu,Muse Dash,3.11,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Medusa/::ref/Medusa.jpg.webp,0,1,False
280,Kissing Lucifer,キルルシ,ETIA.,170.0,1183,Tairitsu,Memory Archive,3.12,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Kissing Lucifer/::ref/Kissing Lucifer.jpg.webp,1,0,False
281,NEO WINGS,ねおうぃんぐす,SOUND HOLIC feat. Nana Takahashi,168.0,1328,Tairitsu,Memory Archive,3.12,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/NEO WINGS/::ref/NEO WINGS.jpg.webp,1,0,False
282,Aurgelmir,あうるげるみあ,溝口ゆうま feat. 大瀬良あい,230.0,1100,Tairitsu,Memory Archive,3.12,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Aurgelmir/::ref/Aurgelmir.jpg.webp,1,0,False
293,Red and Blue and Green,赤青緑,fn(ArcaeaSoundTeam),160.0,1194,Tairitsu,Arcaea,3.12,,,,,10.0,10.0,https://cdn.wikiwiki.jp/to/w/arcaea/Red and Blue and Green/::ref/Red and Blue and Green.jpg.webp,1,0,True
294,Singularity VVVIP,シンギュラ,Arcaea Sound Team against. ETIA.,175.0,1114,Tairitsu,Binary Enfold,3.12,,,,,10.0,10.4,https://cdn.wikiwiki.jp/to/w/arcaea/Singularity VVVIP/::ref/Singularity VVVIP.jpg.webp,0,1,False
295,overdead.,おばで,fn,500.0,1503,Tairitsu,Memory Archive,3.12,,,,,10.0,10.5,https://cdn.wikiwiki.jp/to/w/arcaea/overdead/::ref/overdead.jpg.webp,-1,0,True
297,OMAKENO Stroke,おまけの,t+pazolite,240.0,931,Tairitsu,Groove Coaster,3.12,,,,,10.0,10.2,https://cdn.wikiwiki.jp/to/w/arcaea/OMAKENO Stroke/::ref/OMAKENO Stroke.jpg.webp,1,0,False
301,PUPA,ぴゅーぱ,モリモリあつし,202.0,1099,Tairitsu,Memory Archive,4.0,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/PUPA/::ref/PUPA.jpg.webp,0,1,False
305,Pentiment,ペンチ,Noting But Requiem with Museo,222.0,1345,Tairitsu,Final Verdict,4.0,10.0,10.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Pentiment/::ref/Pentiment.jpg.webp,0,1,False
306,Arcana Eden,アルカナ,Team Grimoire vs Sakuzyo,211.0,1792,Tairitsu,Final Verdict,4.0,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Arcana Eden/::ref/Arcana Eden.jpg.webp,1,0,False
321,"Good bye, Merry-Go-Round. ",メリゴ,Yooh,185.0,1084,Tairitsu,O.N.G.E.K.I,4.01,10.0,10.5,,,,,"https://cdn.wikiwiki.jp/to/w/arcaea/Good bye, Merry-Go-Round/::ref/Good bye, Merry-Go-Round.jpg.webp",1,0,False
323,Free Myself,ふりーまいせるふ,lapix feat. mami,153.0,1132,Hikari,Memory Archive,4.01,10.0,10.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Free Myself/::ref/Free Myself.jpg.webp,-1,0,True
325,Capella,かぺら,ARForest,210.0,1159,Hikari,Memory Archive,4.01,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Capella/::ref/Capella.jpg.webp,0,1,False
328,Party Vinyl,パーティヴァイナル,モリモリあつし,132.0,946,Hikari,Crimson Solace,4.01,,,,,10.0,10.1,https://cdn.wikiwiki.jp/to/w/arcaea/Party Vinyl-b/::ref/Party Vinyl-b.jpg.webp,0,1,False
333,Chronicle,くろにくる,Lime,221.0,1264,Hikari,World Extend,4.02,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Chronicle/::ref/Chronicle.jpg.webp,0,1,False
334,NULL APOPHENIA,ぬるあぽ,N2,177.0,1299,Tairitsu,Memory Archive,4.02,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/NULL APOPHENIA/::ref/NULL APOPHENIA.jpg.webp,1,0,False
335,Crimson Throne,クリムゾン,Dimier√Lisb,210.0,1313,Tairitsu,Memory Archive,4.03,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Crimson Throne/::ref/Crimson Throne.jpg.webp,0,1,False
336,Manic Jeer,マニック,ルゼ,195.0,1286,Tairitsu,Memory Archive,4.03,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Manic Jeer/::ref/Manic Jeer.jpg.webp,1,0,False
337,緋色月下、狂咲ノ絶 (nayuta 2017 ver.),緋色月下,nayuta x 黒鳥(EastNewSound),150.0,1126,Tairitsu,Memory Archive,4.03,10.0,10.3,,,,,"https://cdn.wikiwiki.jp/to/w/arcaea/Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.)/::ref/Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.).jpg.webp",1,0,False
341,[X],インフィニティー,Blacklolita,180.0,1190,Tairitsu,maimai,4.03,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/[X]/::ref/[X].jpg.webp,0,1,False
344,妖艶魔女 -trappola bewitching-,妖艶,gmtn.,190.0,1086,Tairitsu,Vicious Labyrinth,4.03,,,,,10.0,10.5,https://cdn.wikiwiki.jp/to/w/arcaea/trappola bewitching-b/::ref/trappola bewitching-b.jpg.webp,0,1,False
349,Trrrickstars!!,トリスタ,s-don vs 翡乃イスカ,155.0,1183,Tairitsu,CHUNITHM,4.04,10.0,10.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Trrricksters!!/::ref/Trrricksters!!.jpg.webp,1,0,True
359,To the Milky Way,天の川,黒魔,186.0,1392,Hikari,Memory Archive,4.04,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/To the Milky Way/::ref/To the Milky Way.jpg.webp,-1,0,True
361,IMPACT,いんぱくと,USAO feat. 光吉猛修,210.0,1392,Hikari,CHUNITHM,4.04,,,,,10.0,10.4,https://cdn.wikiwiki.jp/to/w/arcaea/IMPACT/::ref/IMPACT.jpg.webp,1,0,False
365,Lucid Traveler,るしっど,Akira Complex vs 3R2,200.0,1341,Tairitsu,Cytus II,4.05,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Lucid Traveler_FTR/::ref/Lucid Traveler_FTR.jpg.webp,1,0,False
371,99 Glooms,きゅうじゅうきゅうぐるーもす,Sta,185.0,1294,Tairitsu,Cytus II,4.06,10.0,10.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/99 Glooms/::ref/99 Glooms.jpg.webp,1,0,False
373,Magnolia,まぐのりあ,M2U Vocal by Guriri,160.0,895,Hikari,Cytus II,4.06,10.0,10.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Magnolia/::ref/Magnolia.jpg.webp,0,1,False
378,Rise of the World,らいずおぶざわーるど,cosMo@暴走P,212.0,1176,Hikari,Lasting Eden,4.07,10.0,10.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Rise of the World/::ref/Rise of the World.jpg.webp,1,0,False
379,UNKNOWN LEVELS,あんのうんれべるず,Yuta Imai,165.0,1149,Tairitsu,Lasting Eden,4.07,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/UNKNOWN LEVELS/::ref/UNKNOWN LEVELS.jpg.webp,1,0,False
389,Logos,ろごす,polysha feat. 高城みよ,189.0,1040,Tairitsu,Severed Eden,5.0,10.0,10.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Logos/::ref/Logos.jpg.webp,0,1,False
390,Ego Eimi,えごえいみ,BlackY feat. Risa Yuzuki,178.0,1223,Tairitsu,Severed Eden,5.0,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ego Eimi/::ref/Ego Eimi.jpg.webp,0,1,False
398,XTREME,エクストリーム,USAO,205.0,1258,Tairitsu,WACCA,5.02,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/XTREME/::ref/XTREME.jpg.webp,0,1,False
399,eden,エデン,"”漆黒”の堕天使《Gram》♰Versus♰""聖刻""の熾天使《Gram》",246.0,1365,Tairitsu,WACCA,5.02,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/eden/::ref/eden.jpg.webp,1,0,False
402,Wish Upon a Snow,願い雪,打打だいず,218.0,1309,Hikari,Memory Archive,5.02,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Wish Upon a Snow/::ref/Wish Upon a Snow.jpg.webp,0,1,False
403,患部で止まってすぐ溶ける　～狂気の優曇華院,患部,ARM＋夕野ヨシミ(IOSYS) feat. Miko,200.0,1108,Hikari,Memory Archive,5.02,10.0,10.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Kanbu de Tomatte Sugu Tokeru/::ref/Kanbu de Tomatte Sugu Tokeru.jpg.webp,1,0,False
413,Libertas,りべるたす,Zekk,184.0,1048,Hikari,Memory Archive,5.03,,,,,10.0,10.5,https://cdn.wikiwiki.jp/to/w/arcaea/Libertas-b/::ref/Libertas-b.jpg.webp,1,0,False
414,Purple Verse,ぱーぷるばーす,Hommarju,170.0,1202,Tairitsu,Arcaea,5.03,,,,,10.0,10.6,https://cdn.wikiwiki.jp/to/w/arcaea/Purple Verse-b/::ref/Purple Verse-b.jpg.webp,1,0,False
426,Aleph-0,,LeaF,400.0,919,Tairitsu,World Extend,5.04,10.0,10.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Aleph-0/::ref/Aleph-0.jpg.webp,1,0,False
427,Masquerade Legion,,Srav3R & DJ Noriken,175.0,1064,Tairitsu,Memory Archive,5.04,10.0,,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Masquerade Legion/::ref/Masquerade Legion.jpg.webp,1,0,False
429,Qovat,,owl*tree,122.0,1299,Tairitsu,Memory Archive,5.04,10.0,10.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Qovat/::ref/Qovat.jpg.webp,1,0,False
