SortNo,Music_Title,Nickname,Artist,BPM,Noes,Side,Pack,Version,FTR_Level,FTR_Const,ETR_Level,ETR_Const,BYD_Level,BYD_Const,Image,Point,Count,Flag
99,Hall of Mirrors,ほーるおぶみらーず,Sta,147.0,898,Tairitsu,Tone Sphere,1.08,8.0,8.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Hall of Mirrors/::ref/Hall of Mirrors.jpg.webp,3,0,False
123,Dot to Dot feat. shully,どっととぅーどっと,Mameyudoufu,174.0,739,Hikari,Memory Archive,2.0,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Dot to Dot feat. shully/::ref/Dot to Dot feat. shully.jpg.webp,-2,0,False
135,Tie me down gently,たいみーだうんじぇんとりぃ,溝口ゆうま feat. 大瀬良あい,191.0,724,Tairitsu,Sunset Radiance,2.03,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Tie me down gently/::ref/Tie me down gently.jpg.webp,2,0,False
138,Diode,だいおーど,Kolaa,132.0,709,Hikari,Arcaea,2.04,8.0,8.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Diode/::ref/Diode.jpg.webp,3,0,False
139,FREEF4LL,ふりーふぉーる,YUKIYANAGI,170.0,1023,Tairitsu,Arcaea,2.04,8.0,8.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/FREEF4LL/::ref/FREEF4LL.jpg.webp,1,0,False
151,world.execute(me);,わーるどえぐぜきゅーとみー,Mili,130.0,851,Hikari,Arcaea,2.05,8.0,8.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/world.execute%28me%29%3B/::ref/world-execute-me.jpg.webp,0,0,False
153,Oblivia,おぶりびあ,Saiph,180.0,956,Hikari,Arcaea,2.06,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Oblivia/::ref/Oblivia.jpg.webp,3,0,False
164,1F√,いふるーと,WHITEFISTS,130.0,758,Hikari,Extend Archive,3.0,8.0,8.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/1F√/::ref/1F√.jpg.webp,0,1,False
165,Gekka (Short Version),げっか,Nhato,132.0,817,Hikari,Extend Archive,3.0,8.0,8.6,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Gekka (Short Version)/::ref/Gekka (Short Version).jpg.webp,3,0,False
192,Eccentric Tale,えくせんとりっくてーる,Yamajet,132.0,732,Tairitsu,Ephemeral Page,3.03,8.0,8.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Eccentric Tale/::ref/Eccentric Tale.jpg.webp,4,0,False
204,四月の雨,しがつのあめ,cubesato,79.0,697,Hikari,maimai,3.04,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/%E5%9B%9B%E6%9C%88%E3%81%AE%E9%9B%A8/::ref/April%20showers.jpg.webp,0,0,False
214,enchanted love,えんちゃんてっどらぶ,linear ring,95.0,759,Hikari,Extend Archive,3.05,8.0,8.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/enchanted love/::ref/enchanted love.jpg.webp,2,1,False
248,blue comet,ぶるーこめっと,ああああ,172.0,776,Hikari,Extend Archive,3.08,8.0,8.2,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/blue comet/::ref/blue comet.jpg.webp,-2,0,False
275,Avril -Flicka i krans-,アエヴリルフリッカイクランス,Rigel Theatre,130.0,851,Hikari,Arcaea,3.12,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Ävril -Flicka i krans-/::ref/Ävril -Flicka i krans-.jpg.webp,1,0,False
278,INTERNET OVERDOSE,いんたーねっとおーばーどーず,Aiobahn feat. KOTOKO,163.0,657,Hikari,Memory Archive,3.12,8.0,8.4,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/INTERNET OVERDOSE/::ref/INTERNET OVERDOSE.jpg.webp,0,0,False
283,DDD,でーでーでー,はがね,138.0,653,Hikari,Arcaea,3.12,8.0,8.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/DDD/::ref/DDD.jpg.webp,0,0,False
285,Prism,ぷりずむ,bermei.inazawa ft. Chata,109.0,785,Hikari,Lanota,3.12,8.0,8.0,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Prism/::ref/Prism.jpg.webp,3,1,False
291,san skia,さんすきあ,ユアミトス,170.0,1046,Hikari,Arcaea,3.12,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/san skia/::ref/san skia.jpg.webp,2,0,False
298,Altair (feat. *spiLa*),あるたいあ,kamome sano & you,170.0,830,Hikari,Arcaea,4.0,8.0,8.3,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Altair%20%28feat.%20%2AspiLa%2A%29/::ref/Altair%20%28feat.%20%2AspiLa%2A%29.jpg.webp,3,0,False
363,Bullet Waiting for Me (James Landino remix),ばれっとうぇいてぃんぐふぉーみー,Nikki Simmons,107.0,701,Hikari,Cytus II,4.05,8.0,8.1,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Bullet Waiting for Me (James Landino remix)/::ref/Bullet Waiting for Me (James Landino remix).jpg.webp,3,1,False
369,syuten,しゅうてん,"Apo11o""COLLAPSAR"" program ft. 大瀬良あい",96.0,592,Hikari,Cytus II,4.06,8.0,8.5,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/syūten/::ref/syūten.jpg.webp,5,0,False
417,Sayonara Hatsukoi,,REDSHiFT,178.0,728,Hikari,Arcaea,5.04,,,8.0,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Sayonara Hatsukoi/::ref/Sayonara Hatsukoi.jpg.webp,0,1,False
422,Innocence,,Powerless feat. Sennzai,190.0,1023,Hikari,Memory Archive,5.04,8.0,,,,,,https://cdn.wikiwiki.jp/to/w/arcaea/Innocence/::ref/Innocence.jpg.webp,2,1,False
